gene	genetic_priority_level	twas_proxy_level	reporting_group	claim_strength_level	curated_exemplar_flag	biological_role_label	source_category	magma_rank	magma_p	magma_fdr	bonferroni_significant	gwas_locus	lead_snp	twas_fdr	twas_reference_tissue	twas_model_snp_count	twas_interpretation	smr_status	coloc_status	known_kidney_transport_or_calcium_gene	allowed_claim	disallowed_claim	overclaim_risk	decision_rule_applied	decision_notes	dominant_scrna_compartment	loop_tal_expression_detected	loop_tal_detection_fraction	loop_tal_mean_expression	scrna_detected	snrna_context_label	stage4B1_claim_modifier	stage4B1_notes	random_benchmark_support	driver_removal_relevance	driver_removal_support	loop_tal_context_final_support	stage4B2_claim_modifier	stage4B2_notes
PRRC2A	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	83	1.2476e-06	0.000260282428915663	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PTGER1	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	3	2.2871e-14	1.32011412e-10	yes	KSD_L028	rs3760702	1.47554137305292e-15	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.0814814814814815	0.134782929193503	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
PTGS2	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	26	8.4817e-10	5.6488122e-07	yes	KSD_L003	rs113410176	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Fibroblast_stromal	TRUE	0.0796296296296296	0.128968018226881	TRUE	non_epithelial_or_contextual	does_not_support_loop_tal_single_gene_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RAB29	G1_MAGMA_Bonferroni	T0_no_TWAS_FDR_support	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	44	3.7546e-08	1.4580072e-05	yes	KSD_L004	rs823121	0.596444322521491	GTEx_v8_Kidney_Cortex	1	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. No FDR-supported Kidney_Cortex proxy TWAS support. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Pericyte_smooth_muscle	TRUE	0.0722222222222222	0.0994736429002767	TRUE	non_epithelial_or_contextual	does_not_support_loop_tal_single_gene_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RAB36	G1_MAGMA_Bonferroni	T0_no_TWAS_FDR_support	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	90	1.8537e-06	0.00035665188	yes	KSD_L036	rs3788338	0.361252506602574	GTEx_v8_Kidney_Cortex	1	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. No FDR-supported Kidney_Cortex proxy TWAS support. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RBKS	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	39	1.4199e-08	6.3025911e-06	yes	KSD_L031	rs1260326	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Endothelial	TRUE	0.17037037037037	0.203054981825326	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RFTN2	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	88	1.666e-06	0.000327823363636364	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RGS14	G1_MAGMA_Bonferroni	T2_one_snp_Kidney_Cortex_proxy	R3_MAGMA_Bonferroni_plus_one_snp_TWAS_proxy	claim_2_MAGMA_plus_proxy_TWAS	no	not_curated_exemplar	MAGMA;TWAS_FDR	18	8.9644e-11	8.6237528e-08	yes	KSD_L044;KSD_L045;KSD_L046	""	1.79783989058466e-36	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	MAGMA-prioritized gene with one-SNP Kidney_Cortex proxy signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_2_bonferroni_one_snp_twas	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Loop_of_Henle_TAL	TRUE	0.0259259259259259	0.0362940477947614	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RNASEH2C	G3_MAGMA_suggestive_or_module	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	4280	0.14388	0.581958327884166	no	NA_not_found	NA_not_found	0.0298150126526631	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RNLS	G1_MAGMA_Bonferroni	T0_no_TWAS_FDR_support	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA;coloc_resource_row	11	1.1644e-12	1.83297730909091e-09	yes	KSD_L008	rs6586063	0.4813520558014	GTEx_v8_Kidney_Cortex	1	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. No FDR-supported Kidney_Cortex proxy TWAS support. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Pericyte_smooth_muscle	TRUE	0.157407407407407	0.222656567071457	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RP11-116D17.3	G4_no_MAGMA_support	T2_one_snp_Kidney_Cortex_proxy	R5_TWAS_proxy_only	claim_3_contextual_or_supplementary	no	not_curated_exemplar	TWAS_FDR	NA_not_found	NA_not_found	NA_not_found	no	NA_not_found	NA_not_found	0.0485692005624065	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	supplementary Kidney_Cortex proxy TWAS signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_5_twas_proxy_only	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
RP11-298J23.10	G4_no_MAGMA_support	T1_multi_snp_Kidney_Cortex_proxy	R5_TWAS_proxy_only	claim_3_contextual_or_supplementary	no	not_curated_exemplar	TWAS_FDR	NA_not_found	NA_not_found	NA_not_found	no	NA_not_found	NA_not_found	0.00666929571363165	GTEx_v8_Kidney_Cortex	2	stronger_proxy_support	not_ready	not_ready	no	supplementary Kidney_Cortex proxy TWAS signal	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_promoted_to_main_candidate	rule_5_twas_proxy_only	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is multi-SNP Kidney_Cortex proxy support only. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
S100A16	G3_MAGMA_suggestive_or_module	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	1578	0.028219	0.309539939240506	no	NA_not_found	NA_not_found	0.0422751721226614	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SAG	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	17	6.776e-11	6.90195388235294e-08	yes	KSD_L030;KSD_L031;KSD_L032;KSD_L033	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Endothelial	FALSE	0	0	TRUE	non_epithelial_or_contextual	does_not_support_loop_tal_single_gene_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SDHD	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	210	0.00016472	0.0135823405714286	no	NA_not_found	NA_not_found	0.0253953651138083	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SF3B1	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	137	2.5402e-05	0.00319392365217391	no	NA_not_found	NA_not_found	0.0088204776803022	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SHLD2	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	82	1.216e-06	0.000256783609756098	yes	""	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SHROOM3	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	34	6.6992e-09	3.41186315294118e-06	yes	KSD_L040;KSD_L041;KSD_L042;KSD_L043	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Endothelial	TRUE	0.303703703703704	0.540003073079038	TRUE	Loop/TAL-associated	supports_loop_tal_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	moderate_context_support	supports_robust_loop_tal_context	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SIK2	G2_MAGMA_FDR_nonBonferroni	T2_one_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	139	2.6619e-05	0.00330005854285714	no	NA_not_found	NA_not_found	0.00570128866181641	GTEx_v8_Kidney_Cortex	1	weak_one_snp_proxy	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	high_if_called_TWAS_gene	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is one-SNP Kidney_Cortex proxy signal and should be downgraded. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SLC12A3	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	93	2.2124e-06	0.000411934606451613	yes	KSD_L021	rs9925265	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	yes	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	known_transport_or_calcium_or_TAL_marker	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SLC30A10	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	16	6.7666e-12	7.32315285e-09	yes	KSD_L005	rs10863512	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Injured_undifferentiated_epithelial	FALSE	0	0	TRUE	broader_epithelial	supports_broader_epithelial_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	known_transport_or_calcium_or_TAL_marker	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SLC34A1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	24	5e-10	3.4632e-07	yes	KSD_L044;KSD_L045;KSD_L046	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	yes	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Endothelial	FALSE	0	0	TRUE	non_epithelial_or_contextual	does_not_support_loop_tal_single_gene_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	known_transport_or_calcium_or_TAL_marker	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SLC41A1	G2_MAGMA_FDR_nonBonferroni	T1_multi_snp_Kidney_Cortex_proxy	R4_MAGMA_lower_priority	claim_3_contextual_or_supplementary	no	not_curated_exemplar	MAGMA;TWAS_FDR	135	2.3492e-05	0.00301324053333333	no	NA_not_found	NA_not_found	0.00627502764160785	GTEx_v8_Kidney_Cortex	2	stronger_proxy_support	not_ready	not_ready	no	contextual or supplementary MAGMA-supported candidate	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_4_lower_priority_magma	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS is multi-SNP Kidney_Cortex proxy support only. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SLC4A1AP	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA;coloc_resource_row	28	1.485e-09	9.18366428571429e-07	yes	KSD_L031	rs1260326	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	Endothelial	TRUE	0.0907407407407407	0.111532037691645	TRUE	non_epithelial_or_contextual	does_not_support_loop_tal_single_gene_context	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SNX17	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	85	1.3535e-06	0.000275731835294118	yes	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""				FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
SPATA31H1	G1_MAGMA_Bonferroni	Tx_not_available	R1_MAGMA_Bonferroni_only	claim_1_main_MAGMA_prioritized	no	not_curated_exemplar	MAGMA	14	5.726e-12	7.02614016e-09	yes	KSD_L030;KSD_L031;KSD_L032;KSD_L033	""	NA_not_found	NA_not_found	NA_not_found	NA_not_found	not_ready	not_ready	no	MAGMA-prioritized gene	causal gene; validated disease gene; SMR-supported gene; coloc-supported gene; papilla-specific TWAS gene; therapeutic target	moderate_if_called_causal_or_validated	rule_3_bonferroni_no_twas_fdr	MAGMA interpreted as EUR-LD-reference-based prioritization, not ancestry-generalizable fine mapping. TWAS evidence unavailable or unresolved. SMR/coloc remains unsupported; missing evidence is not negative evidence.	""	FALSE	0		FALSE	not_detected	not_resolved	Stage 4B1 snRNA context is descriptive and does not upgrade causal status.	partial_support	not_flagged_driver	robust	not_resolved	do_not_use_for_main_loop_tal_claim	Stage 4B2 robustness is module-level context evidence; it does not upgrade genes to causal status.
